name_with_owner,stargazers,created_at,pushed_at,primary_language,releases_total,issues_total,issues_closed_total,pull_requests_merged_total
NginxProxyManager/nginx-proxy-manager,33916,2017-12-20T23:01:16Z,2026-08-12T03:02:03Z,TypeScript,88,3319,2569,740
pcottle/learnGitBranching,33909,2012-08-13T22:36:09Z,2026-08-20T15:17:10Z,JavaScript,0,550,494,693
lib-pku/libpku,33876,2018-11-22T13:33:06Z,2022-01-05T04:09:27Z,TeX,0,43,32,22
carbon-language/carbon-lang,33864,2020-04-27T21:45:16Z,2026-08-20T16:07:10Z,C++,766,868,660,5675
explosion/spaCy,33836,2014-07-03T15:15:40Z,2026-08-07T11:44:36Z,Python,137,5770,5594,3603
TabbyML/tabby,33831,2023-03-16T09:18:01Z,2026-06-30T20:38:02Z,Rust,249,1013,756,3002
halfrost/LeetCode-Go,33794,2017-07-18T00:06:14Z,2026-08-20T22:13:14Z,Go,5,82,82,182
k3s-io/k3s,33770,2018-05-31T01:37:46Z,2026-08-20T23:00:52Z,Go,1000,7690,7638,4866
SerenityOS/serenity,33765,2018-12-02T19:28:41Z,2026-08-20T18:51:12Z,C++,0,4315,3589,20158
anthropics/claude-plugins-official,33749,2025-11-20T18:36:20Z,2026-08-20T21:40:38Z,Python,0,1082,173,3260
mli/paper-reading,33712,2021-10-22T06:34:51Z,2025-03-22T03:49:35Z,,0,0,0,15
Pythagora-io/gpt-pilot,33687,2023-08-16T11:56:07Z,2026-06-18T18:38:25Z,Python,0,558,316,397
valinet/ExplorerPatcher,33671,2021-08-09T14:17:24Z,2026-07-06T12:44:31Z,C,300,2805,2450,24
alibaba/easyexcel,33670,2018-02-06T03:14:08Z,2024-10-29T06:07:07Z,Java,14,3617,3128,190
anoma/anoma,33655,2021-02-02T10:00:16Z,2026-06-15T14:56:43Z,Elixir,12,720,630,898
binwiederhier/ntfy,33647,2021-10-23T19:25:32Z,2026-08-20T14:18:56Z,Go,108,1274,950,422
Blankj/AndroidUtilCode,33635,2016-07-30T18:18:32Z,2024-08-15T10:38:10Z,Java,117,1597,1285,88
bayandin/awesome-awesomeness,33613,2014-07-08T05:44:19Z,2024-06-02T22:46:41Z,Ruby,0,71,52,197
apache/kafka,33577,2011-08-15T18:06:16Z,2026-08-20T22:00:38Z,Java,0,0,0,13874
shadowsocks/shadowsocks,33561,2012-04-20T13:10:49Z,2024-04-01T09:07:32Z,Python,2,0,0,70
langfuse/langfuse,33477,2023-05-18T17:47:09Z,2026-08-20T22:03:34Z,TypeScript,658,2875,2576,7629
tinygrad/tinygrad,33473,2020-10-18T16:23:12Z,2026-08-20T23:11:20Z,Python,15,1183,1069,12375
microsoft/WSL,33460,2016-04-06T17:32:56Z,2026-08-20T22:53:53Z,C++,108,12442,11531,1438
XX-net/XX-Net,33451,2015-01-15T09:35:51Z,2026-06-21T23:53:56Z,Python,390,13368,5445,364
MetaCubeX/mihomo,33395,2021-05-20T11:06:33Z,2026-08-20T12:40:02Z,Python,62,1986,1536,323
AFNetworking/AFNetworking,33392,2011-05-31T21:28:44Z,2023-01-17T19:30:05Z,Objective-C,40,0,0,710
nicolargo/glances,33388,2011-12-04T08:49:15Z,2026-08-18T11:20:49Z,Python,61,2220,2124,829
lutzroeder/netron,33371,2010-12-26T12:53:43Z,2026-08-18T12:11:10Z,JavaScript,9,1272,1257,1
mckaywrigley/chatbot-ui,33342,2023-03-11T14:53:14Z,2024-08-03T00:38:07Z,TypeScript,0,1011,819,281
google/comprehensive-rust,33320,2022-12-21T15:17:24Z,2026-08-05T08:02:33Z,Rust,0,373,256,2512
remix-run/remix,33311,2020-10-26T19:57:28Z,2026-08-20T23:03:56Z,TypeScript,639,2776,2747,4043
motiondivision/motion,33297,2018-11-16T09:48:38Z,2026-08-20T09:50:40Z,TypeScript,0,1943,1840,1285
alibaba/nacos,33286,2018-06-15T06:49:27Z,2026-08-20T13:04:48Z,Java,98,9786,9620,3897
dgtlmoon/changedetection.io,33273,2021-01-27T16:03:30Z,2026-08-20T16:11:15Z,Python,216,1745,1432,1178
AlexsJones/llmfit,33269,2026-02-15T16:11:31Z,2026-08-20T13:43:00Z,Rust,128,239,190,462
zeromicro/go-zero,33264,2020-08-07T15:37:57Z,2026-08-20T19:53:46Z,Go,154,1995,1888,2511
waydabber/BetterDisplay,33257,2021-10-24T08:32:56Z,2026-08-18T21:57:21Z,,133,3289,3070,2
linshenkx/prompt-optimizer,33214,2025-02-12T06:06:49Z,2026-08-13T14:23:12Z,TypeScript,47,224,217,60
certbot/certbot,33206,2014-11-12T02:52:20Z,2026-08-18T20:29:04Z,Python,72,5572,5450,4131
bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,2024-08-13T00:53:33Z,C,0,5382,2545,35
vbenjs/vue-vben-admin,33179,2020-07-11T02:29:21Z,2026-08-19T19:47:38Z,Vue,63,4137,4068,1919
qier222/YesPlayMusic,33175,2020-10-09T10:04:21Z,2026-06-14T12:57:40Z,Vue,32,1849,1203,297
Leey21/awesome-ai-research-writing,33163,2026-01-30T07:59:30Z,2026-08-19T02:47:43Z,,0,26,21,0
cursor/cursor,33151,2023-03-12T00:19:42Z,2026-05-12T15:25:06Z,,0,0,0,49
pear-devs/pear-desktop,33125,2019-04-19T18:14:40Z,2026-08-20T09:52:31Z,TypeScript,88,2079,1535,1659
datawhalechina/happy-llm,33095,2024-05-28T03:22:50Z,2026-08-08T17:18:48Z,Jupyter Notebook,3,134,81,30
immutable-js/immutable-js,33040,2014-07-02T06:02:29Z,2026-08-17T09:22:33Z,TypeScript,100,1276,1177,682
binarywang/WxJava,33037,2016-01-06T08:24:05Z,2026-08-18T07:12:09Z,Java,31,2531,2520,1274
ibraheemdev/modern-unix,33018,2021-01-12T00:50:14Z,2024-09-10T19:48:56Z,,0,85,30,15
adobe/brackets,33012,2011-12-07T21:14:40Z,2022-06-12T08:19:24Z,JavaScript,69,9678,7063,4332
FreeCAD/FreeCAD,32975,2012-09-09T08:25:02Z,2026-08-20T12:51:28Z,C++,115,12670,9147,14486
tokio-rs/tokio,32968,2016-09-09T22:31:36Z,2026-08-20T06:57:25Z,Rust,154,2684,2367,4009
gulpjs/gulp,32950,2013-07-04T05:26:06Z,2026-02-09T06:30:13Z,JavaScript,24,1936,1906,412
